IR;BPM;AVG BPM;MILLIS
102404;106.95;97;12811
102435;106.95;97;12831
102439;106.95;97;12851
102425;106.95;97;12871
102419;106.95;97;12891
102417;99.67;96;12911
102386;99.67;96;12931
102419;99.67;96;12951
102476;99.67;96;12971
102495;99.67;96;12991
102538;99.67;96;13011
102572;99.67;96;13031
102568;99.67;96;13051
102543;99.67;96;13071
102441;99.67;96;13091
102279;99.67;96;13111
102075;99.67;96;13132
101960;99.67;96;13152
101966;99.67;96;13172
102041;99.67;96;13192
102115;99.67;96;13212
102145;99.67;96;13232
102180;99.67;96;13252
102209;99.67;96;13272
102217;99.67;96;13292
102274;99.67;96;13312
102320;99.67;96;13332
102298;99.67;96;13352
102270;99.67;96;13372
102255;99.67;96;13392
102262;99.67;96;13412
102268;99.67;96;13432
102320;99.67;96;13452
102395;99.67;96;13472
102469;99.67;96;13493
102547;99.67;96;13513
102578;99.67;96;13533
102585;99.67;96;13553
102598;99.67;96;13573
102597;87.98;97;13593
102605;87.98;97;13613
102622;87.98;97;13633
102563;87.98;97;13653
102562;87.98;97;13673
102609;87.98;97;13693
102618;87.98;97;13713
102528;87.98;97;13733
102338;87.98;97;13753
102181;87.98;97;13773
102117;87.98;97;13793
102071;87.98;97;13813
102101;87.98;97;13833
102155;87.98;97;13854
102219;87.98;97;13874
102284;87.98;97;13894
102328;87.98;97;13914
102339;87.98;97;13934
102337;87.98;97;13954
102345;87.98;97;13974
102353;87.98;97;13994
102287;87.98;97;14014
102269;87.98;97;14034
102310;87.98;97;14054
102319;87.98;97;14074
102314;87.98;97;14094
102340;87.98;97;14114
102370;87.98;97;14134
102376;87.98;97;14154
102385;87.98;97;14174
102414;87.98;97;14194
102455;87.98;97;14215
102450;87.98;97;14235
102425;87.98;97;14255
102411;87.98;97;14275
102432;85.47;94;14295
102447;85.47;94;14315
102498;85.47;94;14335
102489;85.47;94;14355
102338;85.47;94;14375
102143;85.47;94;14395
101981;85.47;94;14415
101883;85.47;94;14435
101879;85.47;94;14455
101939;85.47;94;14475
101986;85.47;94;14495
102047;85.47;94;14515
102112;85.47;94;14535
102203;85.47;94;14555
102240;85.47;94;14576
102242;85.47;94;14596
102258;85.47;94;14616
102274;85.47;94;14636
102246;85.47;94;14656
102151;85.47;94;14676
102150;85.47;94;14696
102198;85.47;94;14716
102185;85.47;94;14736
102197;85.47;94;14756
102265;85.47;94;14776
102351;85.47;94;14796
102392;85.47;94;14816
102407;85.47;94;14836
102426;85.47;94;14856
102446;85.47;94;14876
102452;85.47;94;14896
102457;96.62;91;14916
102476;96.62;91;14937
102498;96.62;91;14957
102492;96.62;91;14977
102402;96.62;91;14997
102172;96.62;91;15017
101923;96.62;91;15037
101828;96.62;91;15057
101827;96.62;91;15077
101825;96.62;91;15097
101847;96.62;91;15117
101928;96.62;91;15137
102002;96.62;91;15157
102052;96.62;91;15177
102081;96.62;91;15197
102116;96.62;91;15217
102125;96.62;91;15237
102102;96.62;91;15257
102066;96.62;91;15277
102056;96.62;91;15298
102055;96.62;91;15318
102046;96.62;91;15338
102099;96.62;91;15358
102169;96.62;91;15378
102191;96.62;91;15398
102205;96.62;91;15418
102240;96.62;91;15438
102233;96.62;91;15458
102221;96.62;91;15478
102273;96.62;91;15498
102309;96.62;91;15518
102327;96.62;91;15538
102325;96.62;91;15558
102340;90.63;89;15578
102377;90.63;89;15598
102411;90.63;89;15618
102391;90.63;89;15638
102229;90.63;89;15659
102035;90.63;89;15679
101893;90.63;89;15699
101802;90.63;89;15719
101746;90.63;89;15739
101750;90.63;89;15759
101798;90.63;89;15779
101810;90.63;89;15799
101787;90.63;89;15819
101843;90.63;89;15839
101939;90.63;89;15859
101984;90.63;89;15879
102011;90.63;89;15899
102019;90.63;89;15919
102025;90.63;89;15939
102003;90.63;89;15959
101982;90.63;89;15979
102000;90.63;89;15999
102025;90.63;89;16020
102065;90.63;89;16040
102089;90.63;89;16060
102097;90.63;89;16080
102117;90.63;89;16100
102149;90.63;89;16120
102183;90.63;89;16140
102180;90.63;89;16160
102168;90.63;89;16180
102213;90.63;89;16200
102257;90.63;89;16220
102238;90.63;90;16240
102206;90.63;90;16260
102157;90.63;90;16280
102054;90.63;90;16300
101909;90.63;90;16320
101754;90.63;90;16340
101644;90.63;90;16360
101621;90.63;90;16381
101675;90.63;90;16401
101779;90.63;90;16421
101857;90.63;90;16441
101892;90.63;90;16461
101968;90.63;90;16481
102070;90.63;90;16501
102138;90.63;90;16521
102158;90.63;90;16541
102147;90.63;90;16561
102153;90.63;90;16581
102125;90.63;90;16601
102120;90.63;90;16621
102143;90.63;90;16641
102152;90.63;90;16661
102186;90.63;90;16681
102212;90.63;90;16701
102232;90.63;90;16721
102244;119.52;98;16742
102256;119.52;98;16762
102279;119.52;98;16782
102330;119.52;98;16802
102388;119.52;98;16822
102358;119.52;98;16842
102382;119.52;98;16862
102420;119.52;98;16882
102434;119.52;98;16902
102433;119.52;98;16922
102392;119.52;98;16942
102262;119.52;98;16962
102047;119.52;98;16982
101917;119.52;98;17002
101864;119.52;98;17022
101866;119.52;98;17042
101918;119.52;98;17062
102005;119.52;98;17082
102077;119.52;98;17103
102131;119.52;98;17123
102170;119.52;98;17143
102171;119.52;98;17163
102190;119.52;98;17183
102122;119.52;98;17203
102084;119.52;98;17223
102080;119.52;98;17243
102033;119.52;98;17263
102045;119.52;98;17283
102110;119.52;98;17303
102176;119.52;98;17323
102230;119.52;98;17343
102266;119.52;98;17363
102296;119.52;98;17383
102318;119.52;98;17403
102324;119.52;98;17423
102331;119.52;98;17443
102328;119.52;98;17463
102331;80.86;94;17484
102370;80.86;94;17504
102420;80.86;94;17524
102451;80.86;94;17544
102412;80.86;94;17564
102380;80.86;94;17584
102296;80.86;94;17604
102062;80.86;94;17624
101867;80.86;94;17644
101832;80.86;94;17664
101865;80.86;94;17684
101897;80.86;94;17704
101927;80.86;94;17724
101988;80.86;94;17744
102074;80.86;94;17764
102154;80.86;94;17784
102218;80.86;94;17804
102275;80.86;94;17824
102296;80.86;94;17845
102286;80.86;94;17865
102264;80.86;94;17885
102258;80.86;94;17905
102242;80.86;94;17925
102233;80.86;94;17945
102245;80.86;94;17965
102251;80.86;94;17985
102264;80.86;94;18005
102350;80.86;94;18025
102416;106.95;98;18045
102425;106.95;98;18065
102475;106.95;98;18085
102523;106.95;98;18105
102554;106.95;98;18125
102579;106.95;98;18145
102608;106.95;98;18165
102628;106.95;98;18185
102628;106.95;98;18206
102561;106.95;98;18226
102417;106.95;98;18246
102234;106.95;98;18266
102045;106.95;98;18286
101933;106.95;98;18306
101918;106.95;98;18326
101982;106.95;98;18346
102005;106.95;98;18366
102061;106.95;98;18386
102155;106.95;98;18406
102211;106.95;98;18426
102288;106.95;98;18446
102327;106.95;98;18466
102350;106.95;98;18486
102354;106.95;98;18506
102337;106.95;98;18526
102332;106.95;98;18546
102301;106.95;98;18567
102306;106.95;98;18587
102358;106.95;98;18607
102383;106.95;98;18627
102378;106.95;98;18647
102352;106.95;98;18667
102378;106.95;98;18687
102426;90.63;98;18707
102393;90.63;98;18727
102404;90.63;98;18747
102477;90.63;98;18767
102526;90.63;98;18787
102539;90.63;98;18807
102563;90.63;98;18827
102589;90.63;98;18847
102578;90.63;98;18867
102476;90.63;98;18887
102283;90.63;98;18907
102061;90.63;98;18927
101944;90.63;98;18948
101933;90.63;98;18968
101982;90.63;98;18988
102071;90.63;98;19008
102102;90.63;98;19028
102158;90.63;98;19048
102217;90.63;98;19068
102240;90.63;98;19088
102262;90.63;98;19108
102288;90.63;98;19128
102277;90.63;98;19148
102245;90.63;98;19168
102198;90.63;98;19188
102186;90.63;98;19208
102222;90.63;98;19228
102272;90.63;98;19248
102305;90.63;98;19268
102326;90.63;98;19288
102340;90.63;98;19309
102386;90.63;98;19329
102421;90.63;98;19349
102442;90.63;98;19369
102419;90.63;98;19389
102407;90.63;98;19409
102457;83.10;89;19429
102460;83.10;89;19449
102429;83.10;89;19469
102402;83.10;89;19489
102331;83.10;89;19509
102134;83.10;89;19529
101979;83.10;89;19549
101910;83.10;89;19569
101929;83.10;89;19589
101985;83.10;89;19609
102060;83.10;89;19629
102156;83.10;89;19649
102234;83.10;89;19670
102275;83.10;89;19690
102315;83.10;89;19710
102333;83.10;89;19730
102304;83.10;89;19750
102244;83.10;89;19770
102204;83.10;89;19790
102166;83.10;89;19810
102142;83.10;89;19830
102162;83.10;89;19850
102245;83.10;89;19870
102317;83.10;89;19890
102358;83.10;89;19910
102377;83.10;89;19930
102378;83.10;89;19950
102414;83.10;89;19970
102431;83.10;89;19990
102436;103.27;95;20010
102459;103.27;95;20031
102484;103.27;95;20051
102532;103.27;95;20071
102579;103.27;95;20091
102491;103.27;95;20111
102266;103.27;95;20131
102047;103.27;95;20151
101945;103.27;95;20171
101891;103.27;95;20191
101883;103.27;95;20211
101921;103.27;95;20231
101969;103.27;95;20251
102081;103.27;95;20271
102136;103.27;95;20291
102200;103.27;95;20311
102290;103.27;95;20331
102347;103.27;95;20351
102374;103.27;95;20371
102349;103.27;95;20392
102349;103.27;95;20412
102338;103.27;95;20432
102335;103.27;95;20452
102301;103.27;95;20472
102271;103.27;95;20492
102319;103.27;95;20512
102343;103.27;95;20532
102316;103.27;95;20552
102335;106.76;95;20572
102404;106.76;95;20592
102464;106.76;95;20612
102488;106.76;95;20632
102467;106.76;95;20652
102490;106.76;95;20672
102529;106.76;95;20692
102559;106.76;95;20712
102462;106.76;95;20733
102291;106.76;95;20753
102113;106.76;95;20773
101988;106.76;95;20793
101941;106.76;95;20813
101942;106.76;95;20833
101981;106.76;95;20853
102021;106.76;95;20873
102046;106.76;95;20893
102111;106.76;95;20913
102151;106.76;95;20933
102188;106.76;95;20953
102234;106.76;95;20973
102279;106.76;95;20993
102297;106.76;95;21013
102259;106.76;95;21033
102231;106.76;95;21053
102282;106.76;95;21074
102321;106.76;95;21094
102341;106.76;95;21114
102353;106.76;95;21134
102339;106.76;95;21154
102356;106.76;95;21174
102404;106.76;95;21194
102404;106.76;95;21214
102416;90.63;95;21234
102476;90.63;95;21254
102524;90.63;95;21274
102555;90.63;95;21294
102591;90.63;95;21314
102586;90.63;95;21334
102459;90.63;95;21354
102273;90.63;95;21374
102077;90.63;95;21394
102015;90.63;95;21415
102055;90.63;95;21435
102096;90.63;95;21455
102154;90.63;95;21475
102212;90.63;95;21495
102225;90.63;95;21515
102245;90.63;95;21535
102287;90.63;95;21555
102259;90.63;95;21575
102282;90.63;95;21595
102336;90.63;95;21615
102318;90.63;95;21635
102305;90.63;95;21655
102313;90.63;95;21675
102343;90.63;95;21695
102375;90.63;95;21715
102410;90.63;95;21735
102453;90.63;95;21755
102446;90.63;95;21776
102442;90.63;95;21796
102484;90.63;95;21816
102511;99.67;99;21836
102489;99.67;99;21856
102465;99.67;99;21876
102477;99.67;99;21896
102471;99.67;99;21916
102473;99.67;99;21936
102463;99.67;99;21956
102339;99.67;99;21976
102172;99.67;99;21996
102121;99.67;99;22016
102114;99.67;99;22036
102180;99.67;99;22056
102241;99.67;99;22076
102285;99.67;99;22096
102323;99.67;99;22117
102407;99.67;99;22137
102507;99.67;99;22157
102555;99.67;99;22177
102562;99.67;99;22197
102487;99.67;99;22217
102513;99.67;99;22237
102546;99.67;99;22257
102453;99.67;99;22277
102439;99.67;99;22297
102510;99.67;99;22317
102515;119.76;103;22337
102528;119.76;103;22357
102568;119.76;103;22377
102608;119.76;103;22397
102614;119.76;103;22417
102581;119.76;103;22437
102552;119.76;103;22457
102544;119.76;103;22478
102499;119.76;103;22498
102382;119.76;103;22518
102197;119.76;103;22538
101983;119.76;103;22558
101764;119.76;103;22578
101011;119.76;103;22598
95713;119.76;103;22618
51952;119.76;103;22638
5834;119.76;103;22658
2726;119.76;103;22678
2580;119.76;103;22698
2482;119.76;103;22718
1969;119.76;103;22738
1507;119.76;103;22758
1267;119.76;103;22778
1111;119.76;103;22798
1007;119.76;103;22819
939;119.76;103;22839
903;119.76;103;22859
881;119.76;103;22879
866;119.76;103;22899
862;119.76;103;22919
866;119.76;103;22939
868;119.76;103;22959
870;119.76;103;22979
882;119.76;103;22999
892;119.76;103;23019
907;119.76;103;23039
908;119.76;103;23059
909;119.76;103;23079
923;119.76;103;23099
927;119.76;103;23119
933;119.76;103;23139
933;119.76;103;23160
932;119.76;103;23180
914;119.76;103;23200
895;119.76;103;23220
880;119.76;103;23240
875;119.76;103;23260
879;119.76;103;23280
888;119.76;103;23300
894;119.76;103;23320
903;119.76;103;23340
912;119.76;103;23360
918;119.76;103;23380
912;119.76;103;23400
913;119.76;103;23420
913;119.76;103;23440
916;119.76;103;23460
904;119.76;103;23480
910;119.76;103;23500
903;119.76;103;23521
899;119.76;103;23541
900;119.76;103;23561
900;119.76;103;23581
894;119.76;103;23601
886;119.76;103;23621
893;119.76;103;23641
892;119.76;103;23661
903;119.76;103;23681
909;119.76;103;23701
915;119.76;103;23721
925;119.76;103;23741
927;119.76;103;23761
917;119.76;103;23781
915;119.76;103;23801
916;119.76;103;23821
896;119.76;103;23841
895;119.76;103;23862
896;119.76;103;23882
890;119.76;103;23902
897;119.76;103;23922
885;119.76;103;23942
889;119.76;103;23962
887;119.76;103;23982
898;119.76;103;24002
893;119.76;103;24022
900;119.76;103;24042
918;119.76;103;24062
913;119.76;103;24082
917;119.76;103;24102
917;119.76;103;24122
909;119.76;103;24142
906;119.76;103;24162
898;119.76;103;24182
893;119.76;103;24202
898;119.76;103;24223
899;119.76;103;24243
890;119.76;103;24263
886;119.76;103;24283
888;119.76;103;24303
888;119.76;103;24323
894;119.76;103;24343
889;119.76;103;24363
893;119.76;103;24383
902;119.76;103;24403
911;119.76;103;24423
915;119.76;103;24443
912;119.76;103;24463
905;119.76;103;24483
903;119.76;103;24503
906;119.76;103;24523
888;119.76;103;24543
896;119.76;103;24564
889;119.76;103;24584
885;119.76;103;24604
887;119.76;103;24624
886;119.76;103;24644
880;119.76;103;24664
878;119.76;103;24684
890;119.76;103;24704
883;119.76;103;24724
888;119.76;103;24744
886;119.76;103;24764
886;119.76;103;24784
889;119.76;103;24804
890;119.76;103;24824
870;119.76;103;24844
880;119.76;103;24864
